model,RMSE,MAE,R2,NRMSE
FE_RandomForest_logTarget,77.20288537747321,50.69333396936959,0.8773945751623408,0.07910131698511591
FE_Ridge_logTarget,97.22857131085834,61.14944274071466,0.8055399329822682,0.0996194378185023
