model,RMSE,MAE,R2,NRMSE
Direct_RandomForest,69.90250483955852,45.02107158861687,0.8994856429173922,0.07162141889299022
Direct_Ridge_logTarget,203.03614678437313,139.82911780436896,0.1520126995882567,0.20802883891841487
